"levelName","cancel_e","n_e","cancel_c","n_c","loss","P","profit"
"             ¦       ¦       ¦       ¦       ¦       ¦       ¦   °--Experiment  ",0,7,1,1,NA,NA,3.10973271360671
"             ¦       ¦       ¦       ¦       ¦       ¦       ¦       ¦--Not.c   ",0,8,1,1,5.37,0.888601908014131,5.37
"             ¦       ¦       ¦       ¦       ¦       ¦       ¦       °--Canceled",1,8,1,1,-14.92,0.111398091985869,-14.92
"             ¦       ¦       ¦       ¦       ¦       ¦       °--Canceled        ",1,7,1,1,-14.92,0.124954677443131,-14.0585824488267
"             ¦       ¦       ¦       ¦       ¦       ¦           °--Experiment  ",1,7,1,1,NA,NA,0.861417551173259
"             ¦       ¦       ¦       ¦       ¦       ¦               ¦--Not.c   ",1,8,1,1,5.37,0.777792880787248,5.37
"             ¦       ¦       ¦       ¦       ¦       ¦               °--Canceled",2,8,1,1,-14.92,0.222207119212752,-14.92
"             ¦       ¦       ¦       ¦       ¦       °--Canceled                ",1,6,1,1,-14.92,0.143413022505829,-14.3299235991512
"             ¦       ¦       ¦       ¦       ¦           °--Experiment          ",1,6,1,1,NA,NA,0.590076400848845
"             ¦       ¦       ¦       ¦       ¦               ¦--Not.c           ",1,7,1,1,5.37,0.749706760221901,6.23251405442186
"             ¦       ¦       ¦       ¦       ¦               ¦   °--Experiment  ",1,7,1,1,NA,NA,0.862514054421855
"             ¦       ¦       ¦       ¦       ¦               ¦       ¦--Not.c   ",1,8,1,1,5.37,0.77784692234706,5.37
"             ¦       ¦       ¦       ¦       ¦               ¦       °--Canceled",2,8,1,1,-14.92,0.22215307765294,-14.92
"             ¦       ¦       ¦       ¦       ¦               °--Canceled        ",2,7,1,1,-14.92,0.250293239778099,-16.3107941810518
"             ¦       ¦       ¦       ¦       ¦                   °--Experiment  ",2,7,1,1,NA,NA,-1.39079418105182
"             ¦       ¦       ¦       ¦       ¦                       ¦--Not.c   ",2,8,1,1,5.37,0.666791809706663,5.37
"             ¦       ¦       ¦       ¦       ¦                       °--Canceled",3,8,1,1,-14.92,0.333208190293337,-14.92
"             ¦       ¦       ¦       ¦       °--Canceled                        ",1,5,1,1,-14.92,0.166811723107901,-16.1984507619718
"             ¦       ¦       ¦       ¦           °--Experiment                  ",1,5,1,1,NA,NA,-1.27845076197178
"             ¦       ¦       ¦       ¦               ¦--Not.c                   ",1,6,1,1,5.37,0.714303240401672,5.97082605983951
"             ¦       ¦       ¦       ¦               ¦   °--Experiment          ",1,6,1,1,NA,NA,0.600826059839512
"             ¦       ¦       ¦       ¦               ¦       ¦--Not.c           ",1,7,1,1,5.37,0.749863958156697,6.24015154717124
"             ¦       ¦       ¦       ¦               ¦       ¦   °--Experiment  ",1,7,1,1,NA,NA,0.870151547171239
"             ¦       ¦       ¦       ¦               ¦       ¦       ¦--Not.c   ",1,8,1,1,5.37,0.778223338943876,5.37
"             ¦       ¦       ¦       ¦               ¦       ¦       °--Canceled",2,8,1,1,-14.92,0.221776661056124,-14.92
"             ¦       ¦       ¦       ¦               ¦       °--Canceled        ",2,7,1,1,-14.92,0.250136041843303,-16.3048821304004
"             ¦       ¦       ¦       ¦               ¦           °--Experiment  ",2,7,1,1,NA,NA,-1.38488213040038
"             ¦       ¦       ¦       ¦               ¦               ¦--Not.c   ",2,8,1,1,5.37,0.667083187264644,5.37
"             ¦       ¦       ¦       ¦               ¦               °--Canceled",3,8,1,1,-14.92,0.332916812735356,-14.92
"             ¦       ¦       ¦       ¦               °--Canceled                ",2,6,1,1,-14.92,0.285696759598328,-19.4031992948874
"             ¦       ¦       ¦       ¦                   °--Experiment          ",2,6,1,1,NA,NA,-4.48319929488743
"             ¦       ¦       ¦       ¦                       ¦--Not.c           ",2,7,1,1,5.37,0.625345806924891,3.96480003123736
"             ¦       ¦       ¦       ¦                       ¦   °--Experiment  ",2,7,1,1,NA,NA,-1.40519996876264
"             ¦       ¦       ¦       ¦                       ¦       ¦--Not.c   ",2,8,1,1,5.37,0.666081815240875,5.37
"             ¦       ¦       ¦       ¦                       ¦       °--Canceled",3,8,1,1,-14.92,0.333918184759125,-14.92
"             ¦       ¦       ¦       ¦                       °--Canceled        ",3,7,1,1,-14.92,0.374654193075109,-18.5839915805282
"             ¦       ¦       ¦       ¦                           °--Experiment  ",3,7,1,1,NA,NA,-3.66399158052815
"             ¦       ¦       ¦       ¦                               ¦--Not.c   ",3,8,1,1,5.37,0.554756452413595,5.37
"             ¦       ¦       ¦       ¦                               °--Canceled",4,8,1,1,-14.92,0.445243547586405,-14.92
"             ¦       ¦       ¦       °--Canceled                                ",1,4,1,1,-14.92,0.198934827523055,-20.5005459213056
"             ¦       ¦       ¦           °--Experiment                          ",1,4,1,1,NA,NA,-5.58054592130559
"             ¦       ¦       ¦               ¦--Not.c                           ",1,5,1,1,5.37,0.66631304076005,4.08400254151496
"             ¦       ¦       ¦               ¦   °--Experiment                  ",1,5,1,1,NA,NA,-1.28599745848504
"             ¦       ¦       ¦               ¦       ¦--Not.c                   ",1,6,1,1,5.37,0.714224763378005,5.9612098071634
"             ¦       ¦       ¦               ¦       ¦   °--Experiment          ",1,6,1,1,NA,NA,0.591209807163398
"             ¦       ¦       ¦               ¦       ¦       ¦--Not.c           ",1,7,1,1,5.37,0.749409385286926,6.24185938546004
"             ¦       ¦       ¦               ¦       ¦       ¦   °--Experiment  ",1,7,1,1,NA,NA,0.871859385460041
"             ¦       ¦       ¦               ¦       ¦       ¦       ¦--Not.c   ",1,8,1,1,5.37,0.778307510372599,5.37
"             ¦       ¦       ¦               ¦       ¦       ¦       °--Canceled",2,8,1,1,-14.92,0.221692489627401,-14.92
"             ¦       ¦       ¦               ¦       ¦       °--Canceled        ",2,7,1,1,-14.92,0.250590614713074,-16.3074670718242
"             ¦       ¦       ¦               ¦       ¦           °--Experiment  ",2,7,1,1,NA,NA,-1.38746707182417
"             ¦       ¦       ¦               ¦       ¦               ¦--Not.c   ",2,8,1,1,5.37,0.666955787490184,5.37
"             ¦       ¦       ¦               ¦       ¦               °--Canceled",3,8,1,1,-14.92,0.333044212509816,-14.92
"             ¦       ¦       ¦               ¦       °--Canceled                ",2,6,1,1,-14.92,0.285775236621995,-19.3986056594041
"             ¦       ¦       ¦               ¦           °--Experiment          ",2,6,1,1,NA,NA,-4.47860565940406
"             ¦       ¦       ¦               ¦               ¦--Not.c           ",2,7,1,1,5.37,0.624640836831943,3.98581059534468
"             ¦       ¦       ¦               ¦               ¦   °--Experiment  ",2,7,1,1,NA,NA,-1.38418940465532
"             ¦       ¦       ¦               ¦               ¦       ¦--Not.c   ",2,8,1,1,5.37,0.667117328503927,5.37
"             ¦       ¦       ¦               ¦               ¦       °--Canceled",3,8,1,1,-14.92,0.332882671496073,-14.92
"             ¦       ¦       ¦               ¦               °--Canceled        ",3,7,1,1,-14.92,0.375359163168057,-18.5643682342022
"             ¦       ¦       ¦               ¦                   °--Experiment  ",3,7,1,1,NA,NA,-3.64436823420218
"             ¦       ¦       ¦               ¦                       ¦--Not.c   ",3,8,1,1,5.37,0.555723596145777,5.37
"             ¦       ¦       ¦               ¦                       °--Canceled",4,8,1,1,-14.92,0.444276403854223,-14.92
"             ¦       ¦       ¦               °--Canceled                        ",2,5,1,1,-14.92,0.33368695923995,-24.8789167311885
"             ¦       ¦       ¦                   °--Experiment                  ",2,5,1,1,NA,NA,-9.95891673118851
"             ¦       ¦       ¦                       ¦--Not.c                   ",2,6,1,1,5.37,0.572752273003495,0.885334508399324
"             ¦       ¦       ¦                       ¦   °--Experiment          ",2,6,1,1,NA,NA,-4.48466549160068
"             ¦       ¦       ¦                       ¦       ¦--Not.c           ",2,7,1,1,5.37,0.624823333986268,3.97313759051277
"             ¦       ¦       ¦                       ¦       ¦   °--Experiment  ",2,7,1,1,NA,NA,-1.39686240948723
"             ¦       ¦       ¦                       ¦       ¦       ¦--Not.c   ",2,8,1,1,5.37,0.666492734870023,5.37
"             ¦       ¦       ¦                       ¦       ¦       °--Canceled",3,8,1,1,-14.92,0.333507265129977,-14.92
"             ¦       ¦       ¦                       ¦       °--Canceled        ",3,7,1,1,-14.92,0.375176666013732,-18.5703834977734
"             ¦       ¦       ¦                       ¦           °--Experiment  ",3,7,1,1,NA,NA,-3.65038349777336
"             ¦       ¦       ¦                       ¦               ¦--Not.c   ",3,8,1,1,5.37,0.555427131701658,5.37
"             ¦       ¦       ¦                       ¦               °--Canceled",4,8,1,1,-14.92,0.444572868298342,-14.92
"             ¦       ¦       ¦                       °--Canceled                ",3,6,1,1,-14.92,0.427247726996505,-24.4963130800419
"             ¦       ¦       ¦                           °--Experiment          ",3,6,1,1,NA,NA,-9.57631308004186
"             ¦       ¦       ¦                               ¦--Not.c           ",3,7,1,1,5.37,0.498830674541699,1.71153398218049
"             ¦       ¦       ¦                               ¦   °--Experiment  ",3,7,1,1,NA,NA,-3.65846601781951
"             ¦       ¦       ¦                               ¦       ¦--Not.c   ",3,8,1,1,5.37,0.555028781773311,5.37
"             ¦       ¦       ¦                               ¦       °--Canceled",4,8,1,1,-14.92,0.444971218226689,-14.92
"             ¦       ¦       ¦                               °--Canceled        ",4,7,1,1,-14.92,0.501169325458301,-20.8114866593961
"             ¦       ¦       ¦                                   °--Experiment  ",4,7,1,1,NA,NA,-5.89148665939615
"             ¦       ¦       ¦                                       ¦--Not.c   ",4,8,1,1,5.37,0.444973550547257,5.37
"             ¦       ¦       ¦                                       °--Canceled",5,8,1,1,-14.92,0.555026449452743,-14.92
"             ¦       ¦       °--Canceled                                        ",1,3,1,1,-14.92,0.250222871379105,-28.6197513914929
"             ¦       ¦           °--Experiment                                  ",1,3,1,1,NA,NA,-13.6997513914929
"             ¦       ¦               ¦--Not.c                                   ",1,4,1,1,5.37,0.599787322216006,-0.225939201053669
"             ¦       ¦               ¦   °--Experiment                          ",1,4,1,1,NA,NA,-5.59593920105367
"             ¦       ¦               ¦       ¦--Not.c                           ",1,5,1,1,5.37,0.665860815978125,4.09907031581805
"             ¦       ¦               ¦       ¦   °--Experiment                  ",1,5,1,1,NA,NA,-1.27092968418195
"             ¦       ¦               ¦       ¦       ¦--Not.c                   ",1,6,1,1,5.37,0.714818744106281,5.962969573104
"             ¦       ¦               ¦       ¦       ¦   °--Experiment          ",1,6,1,1,NA,NA,0.592969573103996
"             ¦       ¦               ¦       ¦       ¦       ¦--Not.c           ",1,7,1,1,5.37,0.749998508327853,6.2303461119965
"             ¦       ¦               ¦       ¦       ¦       ¦   °--Experiment  ",1,7,1,1,NA,NA,0.860346111996495
"             ¦       ¦               ¦       ¦       ¦       ¦       ¦--Not.c   ",1,8,1,1,5.37,0.777740074519295,5.37
"             ¦       ¦               ¦       ¦       ¦       ¦       °--Canceled",2,8,1,1,-14.92,0.222259925480705,-14.92
"             ¦       ¦               ¦       ¦       ¦       °--Canceled        ",2,7,1,1,-14.92,0.250001491672147,-16.3190254984953
"             ¦       ¦               ¦       ¦       ¦           °--Experiment  ",2,7,1,1,NA,NA,-1.39902549849526
"             ¦       ¦               ¦       ¦       ¦               ¦--Not.c   ",2,8,1,1,5.37,0.666386126244689,5.37
"             ¦       ¦               ¦       ¦       ¦               °--Canceled",3,8,1,1,-14.92,0.333613873755311,-14.92
"             ¦       ¦               ¦       ¦       °--Canceled                ",2,6,1,1,-14.92,0.285181255893719,-19.4030006924238
"             ¦       ¦               ¦       ¦           °--Experiment          ",2,6,1,1,NA,NA,-4.48300069242382
"             ¦       ¦               ¦       ¦               ¦--Not.c           ",2,7,1,1,5.37,0.624987378797704,3.96876491782582
"             ¦       ¦               ¦       ¦               ¦   °--Experiment  ",2,7,1,1,NA,NA,-1.40123508217418
"             ¦       ¦               ¦       ¦               ¦       ¦--Not.c   ",2,8,1,1,5.37,0.666277226112657,5.37
"             ¦       ¦               ¦       ¦               ¦       °--Canceled",3,8,1,1,-14.92,0.333722773887343,-14.92
"             ¦       ¦               ¦       ¦               °--Canceled        ",3,7,1,1,-14.92,0.375012621202296,-18.5685181825487
"             ¦       ¦               ¦       ¦                   °--Experiment  ",3,7,1,1,NA,NA,-3.64851818254867
"             ¦       ¦               ¦       ¦                       ¦--Not.c   ",3,8,1,1,5.37,0.555519064438213,5.37
"             ¦       ¦               ¦       ¦                       °--Canceled",4,8,1,1,-14.92,0.444480935561787,-14.92
"             ¦       ¦               ¦       °--Canceled                        ",2,5,1,1,-14.92,0.334139184021876,-24.9158132431153
"             ¦       ¦               ¦           °--Experiment                  ",2,5,1,1,NA,NA,-9.9958132431153
"             ¦       ¦               ¦               ¦--Not.c                   ",2,6,1,1,5.37,0.570988942664874,0.884652842663212
"             ¦       ¦               ¦               ¦   °--Experiment          ",2,6,1,1,NA,NA,-4.48534715733679
"             ¦       ¦               ¦               ¦       ¦--Not.c           ",2,7,1,1,5.37,0.624597550527762,3.97876586406717
"             ¦       ¦               ¦               ¦       ¦   °--Experiment  ",2,7,1,1,NA,NA,-1.39123413593283
"             ¦       ¦               ¦               ¦       ¦       ¦--Not.c   ",2,8,1,1,5.37,0.666770126370979,5.37
"             ¦       ¦               ¦               ¦       ¦       °--Canceled",3,8,1,1,-14.92,0.333229873629021,-14.92
"             ¦       ¦               ¦               ¦       °--Canceled        ",3,7,1,1,-14.92,0.375402449472238,-18.5680050302179
"             ¦       ¦               ¦               ¦           °--Experiment  ",3,7,1,1,NA,NA,-3.64800503021787
"             ¦       ¦               ¦               ¦               ¦--Not.c   ",3,8,1,1,5.37,0.555544355336724,5.37
"             ¦       ¦               ¦               ¦               °--Canceled",4,8,1,1,-14.92,0.444455644663276,-14.92
"             ¦       ¦               ¦               °--Canceled                ",3,6,1,1,-14.92,0.429011057335126,-24.4770852751474
"             ¦       ¦               ¦                   °--Experiment          ",3,6,1,1,NA,NA,-9.5570852751474
"             ¦       ¦               ¦                       ¦--Not.c           ",3,7,1,1,5.37,0.4998594755537,1.71994097507257
"             ¦       ¦               ¦                       ¦   °--Experiment  ",3,7,1,1,NA,NA,-3.65005902492743
"             ¦       ¦               ¦                       ¦       ¦--Not.c   ",3,8,1,1,5.37,0.555443123463409,5.37
"             ¦       ¦               ¦                       ¦       °--Canceled",4,8,1,1,-14.92,0.444556876536591,-14.92
"             ¦       ¦               ¦                       °--Canceled        ",4,7,1,1,-14.92,0.5001405244463,-20.8277745148982
"             ¦       ¦               ¦                           °--Experiment  ",4,7,1,1,NA,NA,-5.90777451489824
"             ¦       ¦               ¦                               ¦--Not.c   ",4,8,1,1,5.37,0.444170797688603,5.37
"             ¦       ¦               ¦                               °--Canceled",5,8,1,1,-14.92,0.555829202311397,-14.92
"             ¦       ¦               °--Canceled                                ",2,4,1,1,-14.92,0.400212677783994,-33.8925693164329
"             ¦       ¦                   °--Experiment                          ",2,4,1,1,NA,NA,-18.9725693164329
"             ¦       ¦                       ¦--Not.c                           ",2,5,1,1,5.37,0.500112063713614,-4.5834364527365
"             ¦       ¦                       ¦   °--Experiment                  ",2,5,1,1,NA,NA,-9.9534364527365
"             ¦       ¦                       ¦       ¦--Not.c                   ",2,6,1,1,5.37,0.571467690466546,0.919098353222386
"             ¦       ¦                       ¦       ¦   °--Experiment          ",2,6,1,1,NA,NA,-4.45090164677761
"             ¦       ¦                       ¦       ¦       ¦--Not.c           ",2,7,1,1,5.37,0.625568259008536,3.98961647060432
"             ¦       ¦                       ¦       ¦       ¦   °--Experiment  ",2,7,1,1,NA,NA,-1.38038352939568
"             ¦       ¦                       ¦       ¦       ¦       ¦--Not.c   ",2,8,1,1,5.37,0.667304902444767,5.37
"             ¦       ¦                       ¦       ¦       ¦       °--Canceled",3,8,1,1,-14.92,0.332695097555233,-14.92
"             ¦       ¦                       ¦       ¦       °--Canceled        ",3,7,1,1,-14.92,0.374431740991464,-18.5525913428469
"             ¦       ¦                       ¦       ¦           °--Experiment  ",3,7,1,1,NA,NA,-3.63259134284693
"             ¦       ¦                       ¦       ¦               ¦--Not.c   ",3,8,1,1,5.37,0.556304024502369,5.37
"             ¦       ¦                       ¦       ¦               °--Canceled",4,8,1,1,-14.92,0.443695975497631,-14.92
"             ¦       ¦                       ¦       °--Canceled                ",3,6,1,1,-14.92,0.428532309533454,-24.4524653867344
"             ¦       ¦                       ¦           °--Experiment          ",3,6,1,1,NA,NA,-9.53246538673435
"             ¦       ¦                       ¦               ¦--Not.c           ",3,7,1,1,5.37,0.500916872803949,1.72022607677855
"             ¦       ¦                       ¦               ¦   °--Experiment  ",3,7,1,1,NA,NA,-3.64977392322145
"             ¦       ¦                       ¦               ¦       ¦--Not.c   ",3,8,1,1,5.37,0.555457174804266,5.37
"             ¦       ¦                       ¦               ¦       °--Canceled",4,8,1,1,-14.92,0.444542825195734,-14.92
"             ¦       ¦                       ¦               °--Canceled        ",4,7,1,1,-14.92,0.499083127196051,-20.8265018134885
"             ¦       ¦                       ¦                   °--Experiment  ",4,7,1,1,NA,NA,-5.9065018134885
"             ¦       ¦                       ¦                       ¦--Not.c   ",4,8,1,1,5.37,0.444233523238615,5.37
"             ¦       ¦                       ¦                       °--Canceled",5,8,1,1,-14.92,0.555766476761385,-14.92
"             ¦       ¦                       °--Canceled                        ",3,5,1,1,-14.92,0.499887936286386,-33.3681536247326
"             ¦       ¦                           °--Experiment                  ",3,5,1,1,NA,NA,-18.4481536247326
"             ¦       ¦                               ¦--Not.c                   ",3,6,1,1,5.37,0.427654906592738,-4.19225187210827
"             ¦       ¦                               ¦   °--Experiment          ",3,6,1,1,NA,NA,-9.56225187210827
"             ¦       ¦                               ¦       ¦--Not.c           ",3,7,1,1,5.37,0.499661338277087,1.71563980503156
"             ¦       ¦                               ¦       ¦   °--Experiment  ",3,7,1,1,NA,NA,-3.65436019496844
"             ¦       ¦                               ¦       ¦       ¦--Not.c   ",3,8,1,1,5.37,0.55523113873985,5.37
"             ¦       ¦                               ¦       ¦       °--Canceled",4,8,1,1,-14.92,0.44476886126015,-14.92
"             ¦       ¦                               ¦       °--Canceled        ",4,7,1,1,-14.92,0.500338661722913,-20.8248763291894
"             ¦       ¦                               ¦           °--Experiment  ",4,7,1,1,NA,NA,-5.90487632918937
"             ¦       ¦                               ¦               ¦--Not.c   ",4,8,1,1,5.37,0.444313635821125,5.37
"             ¦       ¦                               ¦               °--Canceled",5,8,1,1,-14.92,0.555686364178875,-14.92
"             ¦       ¦                               °--Canceled                ",4,6,1,1,-14.92,0.572345093407262,-29.1001298583712
"             ¦       ¦                                   °--Control             ",4,6,1,1,NA,NA,-14.1801298583712
"             ¦       ¦                                       ¦--Not.c           ",4,6,1,2,5.7,0.333486801146523,1.25274242510961
"             ¦       ¦                                       ¦   °--Control     ",4,6,1,2,NA,NA,-4.44725757489039
"             ¦       ¦                                       ¦       ¦--Not.c   ",4,6,1,3,5.7,0.499888734603727,5.7
"             ¦       ¦                                       ¦       °--Canceled",4,6,2,3,-14.59,0.500111265396273,-14.59
"             ¦       ¦                                       °--Canceled        ",4,6,2,2,-14.59,0.666513198853477,-21.9018962377528
"             ¦       ¦                                           °--Experiment  ",4,6,2,2,NA,NA,-7.31189623775279
"             ¦       ¦                                               ¦--Not.c   ",4,7,2,2,5.37,0.374968149938256,5.37
"             ¦       ¦                                               °--Canceled",5,7,2,2,-14.92,0.625031850061744,-14.92
"             ¦       °--Canceled                                                ",1,2,1,1,-14.92,0.332209410772949,-42.2706512835718
"             ¦           °--Experiment                                          ",1,2,1,1,NA,NA,-27.3506512835718
"             ¦               ¦--Not.c                                           ",1,3,1,1,5.37,0.499617452123616,-8.27169163158792
"             ¦               ¦   °--Experiment                                  ",1,3,1,1,NA,NA,-13.6416916315879
"             ¦               ¦       ¦--Not.c                                   ",1,4,1,1,5.37,0.600591293741442,-0.199630619780435
"             ¦               ¦       ¦   °--Experiment                          ",1,4,1,1,NA,NA,-5.56963061978044
"             ¦               ¦       ¦       ¦--Not.c                           ",1,5,1,1,5.37,0.667035503926058,4.08836306864313
"             ¦               ¦       ¦       ¦   °--Experiment                  ",1,5,1,1,NA,NA,-1.28163693135687
"             ¦               ¦       ¦       ¦       ¦--Not.c                   ",1,6,1,1,5.37,0.713929650034223,5.97746935694808
"             ¦               ¦       ¦       ¦       ¦   °--Experiment          ",1,6,1,1,NA,NA,0.607469356948082
"             ¦               ¦       ¦       ¦       ¦       ¦--Not.c           ",1,7,1,1,5.37,0.750582026212262,6.22993034492369
"             ¦               ¦       ¦       ¦       ¦       ¦   °--Experiment  ",1,7,1,1,NA,NA,0.859930344923685
"             ¦               ¦       ¦       ¦       ¦       ¦       ¦--Not.c   ",1,8,1,1,5.37,0.777719583288501,5.37
"             ¦               ¦       ¦       ¦       ¦       ¦       °--Canceled",2,8,1,1,-14.92,0.222280416711499,-14.92
"             ¦               ¦       ¦       ¦       ¦       °--Canceled        ",2,7,1,1,-14.92,0.249417973787738,-16.3123945027654
"             ¦               ¦       ¦       ¦       ¦           °--Experiment  ",2,7,1,1,NA,NA,-1.39239450276541
"             ¦               ¦       ¦       ¦       ¦               ¦--Not.c   ",2,8,1,1,5.37,0.666712937271295,5.37
"             ¦               ¦       ¦       ¦       ¦               °--Canceled",3,8,1,1,-14.92,0.333287062728705,-14.92
"             ¦               ¦       ¦       ¦       °--Canceled                ",2,6,1,1,-14.92,0.286070349965777,-19.3977793857943
"             ¦               ¦       ¦       ¦           °--Experiment          ",2,6,1,1,NA,NA,-4.47777938579427
"             ¦               ¦       ¦       ¦               ¦--Not.c           ",2,7,1,1,5.37,0.624897211239445,3.97821948490532
"             ¦               ¦       ¦       ¦               ¦   °--Experiment  ",2,7,1,1,NA,NA,-1.39178051509468
"             ¦               ¦       ¦       ¦               ¦       ¦--Not.c   ",2,8,1,1,5.37,0.666743197876063,5.37
"             ¦               ¦       ¦       ¦               ¦       °--Canceled",3,8,1,1,-14.92,0.333256802123937,-14.92
"             ¦               ¦       ¦       ¦               °--Canceled        ",3,7,1,1,-14.92,0.375102788760555,-18.5649316834467
"             ¦               ¦       ¦       ¦                   °--Experiment  ",3,7,1,1,NA,NA,-3.64493168344667
"             ¦               ¦       ¦       ¦                       ¦--Not.c   ",3,8,1,1,5.37,0.555695826345655,5.37
"             ¦               ¦       ¦       ¦                       °--Canceled",4,8,1,1,-14.92,0.444304173654345,-14.92
"             ¦               ¦       ¦       °--Canceled                        ",2,5,1,1,-14.92,0.332964496073942,-24.9177135620581
"             ¦               ¦       ¦           °--Experiment                  ",2,5,1,1,NA,NA,-9.99771356205805
"             ¦               ¦       ¦               ¦--Not.c                   ",2,6,1,1,5.37,0.571318111262844,0.868375920054379
"             ¦               ¦       ¦               ¦   °--Experiment          ",2,6,1,1,NA,NA,-4.50162407994562
"             ¦               ¦       ¦               ¦       ¦--Not.c           ",2,7,1,1,5.37,0.62413042708024,3.96863849843963
"             ¦               ¦       ¦               ¦       ¦   °--Experiment  ",2,7,1,1,NA,NA,-1.40136150156037
"             ¦               ¦       ¦               ¦       ¦       ¦--Not.c   ",2,8,1,1,5.37,0.666270995487414,5.37
"             ¦               ¦       ¦               ¦       ¦       °--Canceled",3,8,1,1,-14.92,0.333729004512586,-14.92
"             ¦               ¦       ¦               ¦       °--Canceled        ",3,7,1,1,-14.92,0.37586957291976,-18.5664725843441
"             ¦               ¦       ¦               ¦           °--Experiment  ",3,7,1,1,NA,NA,-3.64647258434405
"             ¦               ¦       ¦               ¦               ¦--Not.c   ",3,8,1,1,5.37,0.55561988248674,5.37
"             ¦               ¦       ¦               ¦               °--Canceled",4,8,1,1,-14.92,0.44438011751326,-14.92
"             ¦               ¦       ¦               °--Canceled                ",3,6,1,1,-14.92,0.428681888737156,-24.4792997518117
"             ¦               ¦       ¦                   °--Experiment          ",3,6,1,1,NA,NA,-9.55929975181174
"             ¦               ¦       ¦                       ¦--Not.c           ",3,7,1,1,5.37,0.500078454370012,1.71842652478453
"             ¦               ¦       ¦                       ¦   °--Experiment  ",3,7,1,1,NA,NA,-3.65157347521547
"             ¦               ¦       ¦                       ¦       ¦--Not.c   ",3,8,1,1,5.37,0.555368483232357,5.37
"             ¦               ¦       ¦                       ¦       °--Canceled",4,8,1,1,-14.92,0.444631516767643,-14.92
"             ¦               ¦       ¦                       °--Canceled        ",4,7,1,1,-14.92,0.499921545629988,-20.8405657314591
"             ¦               ¦       ¦                           °--Experiment  ",4,7,1,1,NA,NA,-5.92056573145913
"             ¦               ¦       ¦                               ¦--Not.c   ",4,8,1,1,5.37,0.443540377946815,5.37
"             ¦               ¦       ¦                               °--Canceled",5,8,1,1,-14.92,0.556459622053185,-14.92
"             ¦               ¦       °--Canceled                                ",2,4,1,1,-14.92,0.399408706258558,-33.8545329821384
"             ¦               ¦           °--Experiment                          ",2,4,1,1,NA,NA,-18.9345329821384
"             ¦               ¦               ¦--Not.c                           ",2,5,1,1,5.37,0.501051241918105,-4.58939017173291
"             ¦               ¦               ¦   °--Experiment                  ",2,5,1,1,NA,NA,-9.95939017173291
"             ¦               ¦               ¦       ¦--Not.c                   ",2,6,1,1,5.37,0.57243865988817,0.88003364702016
"             ¦               ¦               ¦       ¦   °--Experiment          ",2,6,1,1,NA,NA,-4.48996635297984
"             ¦               ¦               ¦       ¦       ¦--Not.c           ",2,7,1,1,5.37,0.624470189400673,3.98449363929116
"             ¦               ¦               ¦       ¦       ¦   °--Experiment  ",2,7,1,1,NA,NA,-1.38550636070884
"             ¦               ¦               ¦       ¦       ¦       ¦--Not.c   ",2,8,1,1,5.37,0.667052421847765,5.37
"             ¦               ¦               ¦       ¦       ¦       °--Canceled",3,8,1,1,-14.92,0.332947578152235,-14.92
"             ¦               ¦               ¦       ¦       °--Canceled        ",3,7,1,1,-14.92,0.375529810599327,-18.5821835007904
"             ¦               ¦               ¦       ¦           °--Experiment  ",3,7,1,1,NA,NA,-3.66218350079044
"             ¦               ¦               ¦       ¦               ¦--Not.c   ",3,8,1,1,5.37,0.55484556427844,5.37
"             ¦               ¦               ¦       ¦               °--Canceled",4,8,1,1,-14.92,0.44515443572156,-14.92
"             ¦               ¦               ¦       °--Canceled                ",3,6,1,1,-14.92,0.42756134011183,-24.4717060961428
"             ¦               ¦               ¦           °--Experiment          ",3,6,1,1,NA,NA,-9.55170609614276
"             ¦               ¦               ¦               ¦--Not.c           ",3,7,1,1,5.37,0.500404864290683,1.7180890312361
"             ¦               ¦               ¦               ¦   °--Experiment  ",3,7,1,1,NA,NA,-3.6519109687639
"             ¦               ¦               ¦               ¦       ¦--Not.c   ",3,8,1,1,5.37,0.555351849740567,5.37
"             ¦               ¦               ¦               ¦       °--Canceled",4,8,1,1,-14.92,0.444648150259433,-14.92
"             ¦               ¦               ¦               °--Canceled        ",4,7,1,1,-14.92,0.499595135709317,-20.8397669642555
"             ¦               ¦               ¦                   °--Experiment  ",4,7,1,1,NA,NA,-5.91976696425552
"             ¦               ¦               ¦                       ¦--Not.c   ",4,8,1,1,5.37,0.443579745477796,5.37
"             ¦               ¦               ¦                       °--Canceled",5,8,1,1,-14.92,0.556420254522204,-14.92
"             ¦               ¦               °--Canceled                        ",3,5,1,1,-14.92,0.498948758081895,-33.3401237451613
"             ¦               ¦                   °--Experiment                  ",3,5,1,1,NA,NA,-18.4201237451613
"             ¦               ¦                       ¦--Not.c                   ",3,6,1,1,5.37,0.428567497805185,-4.16102209379822
"             ¦               ¦                       ¦   °--Experiment          ",3,6,1,1,NA,NA,-9.53102209379822
"             ¦               ¦                       ¦       ¦--Not.c           ",3,7,1,1,5.37,0.500261572759662,1.73128100121345
"             ¦               ¦                       ¦       ¦   °--Experiment  ",3,7,1,1,NA,NA,-3.63871899878655
"             ¦               ¦                       ¦       ¦       ¦--Not.c   ",3,8,1,1,5.37,0.556002020759658,5.37
"             ¦               ¦                       ¦       ¦       °--Canceled",4,8,1,1,-14.92,0.443997979240342,-14.92
